Crop,Region,State,District,Season,Area_Acres,Avg_Rainfall_mm,Yield_Quintal,Soil_Type
Wheat,Central,Madhya Pradesh,District-9,Annual,231,405,544.11,Alluvial
Maize,East,West Bengal,District-23,Kharif,198,683,753.88,Red
Sugarcane,West,Gujarat,District-1,Annual,154,1252,489.51,Sandy
Cotton,West,Maharashtra,District-37,Annual,84,666,223.33,Loamy
Pulses,South,Tamil Nadu,District-22,Rabi,229,576,978.14,Alluvial
Wheat,South,Tamil Nadu,District-46,Kharif,212,775,621.72,Loamy
Wheat,East,West Bengal,District-19,Annual,274,422,921.15,Loamy
Maize,North,Uttar Pradesh,District-19,Rabi,119,745,420.67,Sandy
Wheat,West,Maharashtra,District-47,Rabi,68,434,209.89,Black
Sugarcane,West,Rajasthan,District-13,Rabi,259,1315,1089.3,Black
Cotton,North,Haryana,District-48,Annual,282,721,980.61,Red
Maize,East,West Bengal,District-17,Rabi,286,846,1273.91,Loamy
Pulses,West,Rajasthan,District-5,Kharif,133,551,445.47,Sandy
Cotton,East,Bihar,District-11,Kharif,296,660,872.12,Black
Sugarcane,Central,Madhya Pradesh,District-36,Kharif,204,1169,669.42,Black
Pulses,West,Gujarat,District-18,Rabi,17,540,55.98,Alluvial
Wheat,Central,Madhya Pradesh,District-22,Rabi,196,416,878.02,Loamy
Pulses,West,Gujarat,District-1,Annual,43,314,160.42,Sandy
Rice,West,Rajasthan,District-30,Rabi,218,1188,470.05,Loamy
Rice,North,Punjab,District-32,Annual,90,1122,259.45,Alluvial
Pulses,West,Gujarat,District-26,Kharif,187,646,641.81,Red
Wheat,East,Odisha,District-23,Rabi,239,712,943.98,Loamy
Maize,North,Haryana,District-11,Rabi,95,576,379.32,Sandy
Rice,South,Karnataka,District-37,Rabi,285,1280,997.81,Black
Sugarcane,South,Tamil Nadu,District-8,Rabi,215,1357,528.03,Loamy
Maize,West,Gujarat,District-2,Annual,111,780,354.57,Loamy
Wheat,South,Karnataka,District-36,Rabi,275,698,951.15,Loamy
Wheat,North,Haryana,District-36,Rabi,151,463,549.67,Black
Pulses,North,Uttar Pradesh,District-43,Rabi,279,335,950.06,Alluvial
Pulses,East,West Bengal,District-33,Kharif,161,519,624,Alluvial
Maize,South,Tamil Nadu,District-47,Annual,153,521,601.28,Sandy
Cotton,West,Rajasthan,District-17,Annual,226,883,944.59,Red
Wheat,East,Odisha,District-3,Annual,79,503,310.73,Red
Pulses,South,Karnataka,District-7,Kharif,230,564,907.72,Loamy
Wheat,North,Haryana,District-27,Annual,206,498,546.67,Loamy
Rice,East,Odisha,District-6,Rabi,183,1356,475.45,Red
Sugarcane,East,Odisha,District-13,Rabi,223,1116,627.42,Red
Sugarcane,South,Karnataka,District-13,Annual,291,1457,1266.97,Black
Rice,Central,Chhattisgarh,District-45,Kharif,252,1124,572.73,Loamy
Pulses,South,Tamil Nadu,District-39,Annual,254,681,907.57,Black
Cotton,West,Rajasthan,District-29,Rabi,212,777,766.18,Red
Cotton,Central,Chhattisgarh,District-5,Rabi,126,609,281.14,Sandy
Sugarcane,East,West Bengal,District-46,Rabi,25,1301,84.31,Red
Maize,West,Rajasthan,District-19,Rabi,70,739,198.81,Red
Maize,South,Andhra Pradesh,District-14,Kharif,92,682,213.2,Loamy
Cotton,West,Rajasthan,District-47,Annual,300,624,1025.94,Red
Sugarcane,South,Karnataka,District-40,Rabi,40,1435,99.15,Sandy
Rice,West,Maharashtra,District-36,Kharif,169,1291,607.39,Red
Cotton,West,Maharashtra,District-48,Kharif,62,723,228.97,Loamy
Cotton,South,Tamil Nadu,District-19,Kharif,75,985,240.6,Sandy
Cotton,West,Rajasthan,District-15,Rabi,267,632,603.44,Sandy
Maize,South,Andhra Pradesh,District-34,Annual,11,632,36.88,Alluvial
Wheat,South,Karnataka,District-1,Annual,157,553,510.71,Black
Maize,South,Andhra Pradesh,District-21,Annual,222,821,644.66,Loamy
Sugarcane,Central,Chhattisgarh,District-6,Kharif,36,1036,117.42,Sandy
Cotton,East,Odisha,District-39,Kharif,64,825,182.46,Sandy
Sugarcane,East,West Bengal,District-45,Annual,279,1511,650.86,Black
Sugarcane,South,Karnataka,District-50,Kharif,168,1069,699.83,Loamy
Maize,North,Punjab,District-25,Rabi,28,682,89.8,Sandy
Wheat,West,Maharashtra,District-24,Kharif,20,675,86.4,Black
Cotton,Central,Madhya Pradesh,District-9,Rabi,264,783,759.8,Sandy
Cotton,West,Gujarat,District-46,Kharif,247,966,829.95,Black
Pulses,West,Gujarat,District-31,Annual,296,434,673,Black
Cotton,West,Maharashtra,District-44,Kharif,160,800,503.84,Red
Cotton,East,Odisha,District-2,Rabi,193,694,423.05,Sandy
Wheat,North,Punjab,District-44,Annual,45,652,108.43,Alluvial
Pulses,Central,Chhattisgarh,District-22,Annual,18,497,59.09,Loamy
Cotton,Central,Chhattisgarh,District-48,Annual,104,1062,210.14,Red
Cotton,East,Odisha,District-37,Annual,165,951,355.78,Sandy
Rice,East,Odisha,District-3,Kharif,265,910,1021.16,Loamy
Cotton,North,Punjab,District-8,Kharif,96,815,385.69,Red
Rice,East,Odisha,District-45,Kharif,171,1028,372.77,Loamy
Maize,Central,Madhya Pradesh,District-35,Rabi,281,505,956.84,Sandy
Sugarcane,East,Odisha,District-13,Rabi,147,1194,539.81,Red
Wheat,South,Tamil Nadu,District-12,Kharif,87,693,186.94,Loamy
Sugarcane,East,Bihar,District-15,Annual,45,1310,189.8,Loamy
Rice,West,Gujarat,District-18,Kharif,17,1404,38.51,Black
Pulses,East,Odisha,District-41,Rabi,285,659,902.1,Black
Pulses,West,Maharashtra,District-11,Rabi,208,687,500.43,Alluvial
Sugarcane,South,Andhra Pradesh,District-40,Annual,238,1473,797.09,Alluvial
Wheat,North,Uttar Pradesh,District-50,Rabi,92,532,398.63,Loamy
Sugarcane,North,Haryana,District-14,Kharif,218,1191,755.6,Red
Cotton,East,West Bengal,District-31,Annual,52,668,156.46,Alluvial
Pulses,Central,Madhya Pradesh,District-10,Rabi,171,699,483.68,Sandy
Sugarcane,East,Bihar,District-6,Annual,11,1570,39.09,Loamy
Rice,Central,Chhattisgarh,District-11,Rabi,104,1282,376.07,Black
Wheat,West,Gujarat,District-8,Kharif,60,493,177.17,Sandy
Cotton,North,Uttar Pradesh,District-29,Kharif,182,1016,488.29,Sandy
Cotton,Central,Chhattisgarh,District-7,Kharif,62,733,266.12,Alluvial
Sugarcane,East,Odisha,District-33,Annual,212,1021,807.3,Alluvial
Maize,North,Punjab,District-16,Annual,148,836,333.52,Sandy
Wheat,West,Gujarat,District-47,Annual,68,768,186.36,Sandy
Rice,West,Gujarat,District-17,Annual,120,1333,449.31,Alluvial
Pulses,West,Gujarat,District-5,Kharif,166,385,601.5,Alluvial
Maize,West,Rajasthan,District-26,Rabi,81,638,187.05,Black
Maize,West,Maharashtra,District-21,Rabi,85,544,210.51,Sandy
Cotton,South,Tamil Nadu,District-48,Rabi,194,615,429.14,Loamy
Rice,West,Maharashtra,District-40,Rabi,290,1255,612.06,Sandy
Wheat,West,Maharashtra,District-1,Rabi,245,780,501.45,Alluvial
Rice,West,Maharashtra,District-18,Kharif,278,996,1091.34,Alluvial
Rice,Central,Madhya Pradesh,District-35,Rabi,88,1083,389.63,Loamy
Cotton,North,Uttar Pradesh,District-44,Kharif,220,772,725.92,Black
Rice,East,Bihar,District-46,Annual,204,949,524.13,Alluvial
Rice,Central,Chhattisgarh,District-25,Kharif,76,1213,285.12,Black
Cotton,West,Gujarat,District-19,Kharif,196,756,756.65,Black
Rice,North,Haryana,District-30,Kharif,70,1365,196.69,Red
Pulses,East,West Bengal,District-30,Kharif,298,388,1249.12,Red
Maize,West,Gujarat,District-14,Annual,225,877,507.41,Alluvial
Sugarcane,North,Uttar Pradesh,District-50,Annual,57,1299,192.4,Alluvial
Rice,North,Uttar Pradesh,District-31,Kharif,31,1219,88.76,Loamy
Wheat,East,West Bengal,District-39,Rabi,73,554,205.1,Black
Pulses,West,Gujarat,District-35,Rabi,61,619,207.38,Red
Rice,Central,Chhattisgarh,District-4,Rabi,270,1282,807.72,Loamy
Pulses,South,Karnataka,District-12,Annual,266,671,802.07,Loamy
Maize,North,Punjab,District-4,Rabi,123,892,510.05,Loamy
Maize,West,Rajasthan,District-27,Annual,124,659,529.13,Sandy
Wheat,Central,Chhattisgarh,District-2,Rabi,285,791,1255.28,Alluvial
Cotton,North,Uttar Pradesh,District-12,Rabi,71,776,183.43,Red
Cotton,Central,Chhattisgarh,District-19,Rabi,101,1083,220.91,Sandy
Rice,North,Punjab,District-40,Kharif,143,1195,587.81,Sandy
Rice,South,Tamil Nadu,District-44,Kharif,37,1275,154.14,Sandy
Cotton,South,Andhra Pradesh,District-8,Annual,281,645,1101.52,Black
Rice,West,Rajasthan,District-27,Annual,96,1033,394.64,Sandy
Maize,Central,Chhattisgarh,District-22,Annual,211,783,929.6,Loamy
Sugarcane,East,West Bengal,District-34,Kharif,42,1477,95.94,Loamy
Rice,North,Haryana,District-5,Rabi,84,1249,317.09,Loamy
Rice,South,Karnataka,District-16,Kharif,300,1012,869.17,Red
Wheat,Central,Chhattisgarh,District-46,Rabi,162,774,545.06,Sandy
Maize,East,Odisha,District-43,Kharif,52,688,167.38,Black
Maize,East,West Bengal,District-36,Kharif,97,636,209.68,Alluvial
Sugarcane,East,Bihar,District-8,Rabi,121,1131,425.25,Red
Rice,South,Karnataka,District-28,Rabi,117,1026,243.16,Sandy
Maize,South,Tamil Nadu,District-26,Kharif,295,703,893.46,Loamy
Rice,South,Tamil Nadu,District-37,Annual,299,1040,1130.08,Alluvial
Rice,West,Maharashtra,District-42,Annual,182,943,489.99,Black
Cotton,East,Odisha,District-23,Kharif,71,1094,243.8,Red
Maize,South,Tamil Nadu,District-49,Annual,63,587,278.73,Sandy
Cotton,South,Tamil Nadu,District-5,Annual,240,622,629.64,Sandy
Pulses,North,Haryana,District-4,Kharif,140,656,535.31,Red
Cotton,East,West Bengal,District-38,Kharif,19,776,54.02,Red
Rice,North,Haryana,District-42,Kharif,226,1385,689.1,Loamy
Rice,North,Punjab,District-21,Rabi,21,1356,57.28,Sandy
Rice,West,Gujarat,District-2,Rabi,137,1209,336.21,Sandy
Sugarcane,North,Haryana,District-16,Kharif,294,1435,1016.9,Alluvial
Rice,North,Haryana,District-49,Rabi,220,966,518.91,Loamy
Pulses,Central,Chhattisgarh,District-1,Annual,257,538,679.27,Red
Cotton,North,Haryana,District-30,Annual,50,1063,193.76,Black
Cotton,Central,Madhya Pradesh,District-50,Annual,62,642,225.75,Black
Sugarcane,South,Tamil Nadu,District-30,Rabi,38,1225,112.4,Alluvial
Maize,Central,Chhattisgarh,District-9,Kharif,194,743,485.48,Black
Maize,West,Rajasthan,District-9,Rabi,75,500,320.15,Sandy
Wheat,West,Gujarat,District-30,Kharif,127,699,413.54,Black
Cotton,East,Odisha,District-28,Rabi,169,1057,349.02,Sandy
Maize,South,Tamil Nadu,District-48,Rabi,266,634,535.29,Loamy
Cotton,North,Punjab,District-35,Kharif,162,888,336.64,Black
Maize,East,Bihar,District-12,Kharif,110,622,314.07,Red
Maize,South,Tamil Nadu,District-15,Rabi,219,673,478.77,Red
Sugarcane,West,Maharashtra,District-44,Annual,187,1301,723.97,Red
Wheat,North,Haryana,District-48,Kharif,163,587,462.83,Black
Pulses,Central,Madhya Pradesh,District-3,Annual,64,470,191.17,Red
Pulses,North,Punjab,District-11,Annual,31,375,87.61,Black
Pulses,Central,Madhya Pradesh,District-43,Annual,120,671,283.19,Loamy
Maize,East,Bihar,District-16,Rabi,57,640,154.99,Alluvial
Maize,South,Tamil Nadu,District-30,Annual,86,739,367.07,Alluvial
Maize,Central,Chhattisgarh,District-28,Rabi,101,891,268.57,Alluvial
Pulses,South,Tamil Nadu,District-32,Annual,72,682,258.48,Sandy
Pulses,Central,Madhya Pradesh,District-49,Rabi,241,330,693.47,Alluvial
Maize,Central,Madhya Pradesh,District-41,Kharif,160,577,417.08,Alluvial
Rice,East,Odisha,District-33,Annual,159,1206,618.27,Red
Pulses,West,Maharashtra,District-10,Annual,73,645,316.77,Alluvial
Cotton,Central,Madhya Pradesh,District-31,Annual,268,739,885.4,Loamy
Rice,South,Andhra Pradesh,District-11,Annual,205,1148,920.93,Red
Pulses,Central,Madhya Pradesh,District-29,Annual,31,633,72.09,Black
Pulses,West,Gujarat,District-12,Kharif,258,329,826.77,Alluvial
Sugarcane,Central,Madhya Pradesh,District-11,Kharif,286,1128,1164.12,Alluvial
Cotton,East,West Bengal,District-16,Rabi,79,724,219.51,Loamy
Cotton,East,West Bengal,District-9,Rabi,76,974,217.72,Sandy
Pulses,West,Gujarat,District-39,Annual,181,660,597.44,Sandy
Rice,North,Punjab,District-10,Annual,85,1407,367.41,Loamy
Maize,East,Odisha,District-22,Rabi,277,749,1230.76,Red
Pulses,East,West Bengal,District-20,Annual,18,526,73.59,Alluvial
Wheat,North,Haryana,District-28,Annual,10,760,21.37,Red
Cotton,West,Gujarat,District-13,Annual,137,914,391.6,Alluvial
Pulses,North,Punjab,District-39,Annual,43,336,129.27,Red
Rice,Central,Madhya Pradesh,District-18,Rabi,138,996,451.4,Red
Pulses,North,Haryana,District-48,Annual,149,535,599.92,Loamy
Cotton,North,Uttar Pradesh,District-46,Rabi,20,1055,63.5,Red
Rice,Central,Madhya Pradesh,District-7,Annual,47,1386,101.25,Alluvial
Maize,North,Punjab,District-22,Rabi,126,806,415.72,Alluvial
Rice,South,Karnataka,District-46,Kharif,31,1017,106.69,Red
Wheat,North,Uttar Pradesh,District-42,Kharif,206,450,695.16,Alluvial
Cotton,West,Gujarat,District-1,Rabi,275,1034,749.52,Black
Sugarcane,North,Haryana,District-19,Rabi,18,1368,53,Red
Maize,East,Odisha,District-9,Kharif,76,880,329.23,Loamy
Rice,West,Gujarat,District-8,Rabi,23,954,70.9,Red
Maize,North,Uttar Pradesh,District-9,Rabi,288,797,784.95,Loamy
Wheat,North,Punjab,District-37,Rabi,122,470,352.93,Red
Cotton,North,Haryana,District-5,Kharif,121,783,378.56,Black
Pulses,West,Gujarat,District-11,Annual,172,416,397.31,Black
Sugarcane,North,Uttar Pradesh,District-21,Rabi,57,1001,190.62,Sandy
Wheat,South,Andhra Pradesh,District-39,Rabi,21,447,46.23,Black
Pulses,North,Haryana,District-9,Rabi,184,430,602.42,Loamy
Maize,West,Gujarat,District-6,Rabi,230,735,663.56,Red
Pulses,South,Karnataka,District-48,Annual,229,549,840.24,Red
Rice,Central,Chhattisgarh,District-47,Annual,126,1472,430.53,Red
Pulses,Central,Chhattisgarh,District-5,Rabi,61,418,172.55,Loamy
Wheat,South,Karnataka,District-39,Kharif,45,790,102.6,Loamy
Cotton,North,Punjab,District-15,Rabi,286,633,909.9,Loamy
Rice,West,Gujarat,District-11,Rabi,30,1448,125.88,Black
Cotton,South,Andhra Pradesh,District-13,Kharif,148,966,522.21,Loamy
Wheat,North,Haryana,District-13,Rabi,152,594,660.21,Black
Wheat,East,Bihar,District-30,Rabi,35,549,76.57,Sandy
Pulses,East,Bihar,District-20,Annual,114,457,403.65,Black
Maize,East,West Bengal,District-1,Rabi,222,623,482.34,Black
Rice,Central,Madhya Pradesh,District-9,Annual,133,1267,431.49,Loamy
Pulses,East,Bihar,District-38,Kharif,27,558,105.48,Sandy
Sugarcane,South,Karnataka,District-8,Annual,173,1107,399.63,Sandy
Pulses,East,Bihar,District-8,Rabi,268,464,880.92,Loamy
Wheat,South,Karnataka,District-30,Kharif,292,757,606.9,Alluvial
Maize,South,Andhra Pradesh,District-36,Annual,62,602,256.06,Loamy
Rice,Central,Madhya Pradesh,District-1,Annual,80,1498,272.82,Loamy
Wheat,South,Tamil Nadu,District-25,Annual,197,756,707.15,Loamy
Wheat,Central,Madhya Pradesh,District-9,Rabi,135,415,396.5,Black
Pulses,South,Tamil Nadu,District-25,Kharif,18,301,73.65,Sandy
Wheat,Central,Madhya Pradesh,District-5,Rabi,136,423,394.58,Red
Sugarcane,South,Andhra Pradesh,District-39,Annual,235,1314,922.6,Alluvial
Sugarcane,South,Tamil Nadu,District-44,Kharif,195,1234,637.25,Black
Pulses,Central,Chhattisgarh,District-36,Annual,162,530,325.14,Black
Rice,East,West Bengal,District-21,Kharif,13,1379,27.77,Loamy
Wheat,East,Odisha,District-9,Annual,184,472,664.28,Alluvial
Sugarcane,Central,Madhya Pradesh,District-33,Annual,96,1487,359.33,Alluvial
Cotton,North,Uttar Pradesh,District-27,Kharif,44,857,148.62,Sandy
Pulses,North,Uttar Pradesh,District-23,Annual,96,680,308.53,Black
Rice,South,Karnataka,District-19,Rabi,260,1344,632.7,Sandy
Rice,Central,Madhya Pradesh,District-48,Rabi,68,1305,225.85,Red
Cotton,East,Bihar,District-36,Kharif,59,800,201.13,Black
Pulses,East,West Bengal,District-39,Kharif,118,567,352.51,Black
Wheat,West,Gujarat,District-35,Kharif,191,457,820.56,Loamy
Sugarcane,West,Maharashtra,District-3,Annual,21,1437,70.01,Loamy
Rice,West,Rajasthan,District-34,Rabi,162,1454,553.18,Black
Cotton,West,Rajasthan,District-43,Rabi,136,1022,342.3,Loamy
Pulses,North,Uttar Pradesh,District-13,Rabi,25,411,66.13,Red
Maize,North,Uttar Pradesh,District-38,Kharif,67,747,246.15,Loamy
Rice,South,Karnataka,District-32,Kharif,81,1252,364.01,Sandy
Cotton,Central,Madhya Pradesh,District-8,Rabi,41,625,171.56,Red
Rice,South,Karnataka,District-24,Kharif,222,1394,879.99,Red
Pulses,East,Bihar,District-17,Kharif,197,615,725.52,Alluvial
Cotton,North,Punjab,District-28,Kharif,111,756,253.16,Sandy
Wheat,Central,Chhattisgarh,District-37,Kharif,67,509,207,Sandy
Wheat,East,Bihar,District-18,Annual,299,731,1034.59,Loamy
Cotton,Central,Chhattisgarh,District-6,Rabi,192,936,745.04,Alluvial
Wheat,North,Punjab,District-6,Kharif,98,407,333.38,Loamy
Wheat,South,Karnataka,District-5,Annual,124,707,333.15,Loamy
Sugarcane,South,Andhra Pradesh,District-48,Annual,148,1515,358.36,Red
Pulses,North,Haryana,District-5,Annual,296,593,1202.11,Sandy
Cotton,North,Punjab,District-25,Annual,60,983,124.79,Black
Pulses,Central,Chhattisgarh,District-25,Kharif,289,428,743.23,Loamy
Cotton,Central,Chhattisgarh,District-29,Kharif,124,851,299.38,Sandy
Sugarcane,North,Haryana,District-39,Rabi,136,1120,310.59,Sandy
Wheat,East,West Bengal,District-17,Rabi,206,498,487.41,Red
Sugarcane,West,Maharashtra,District-38,Annual,125,1039,301.97,Loamy
Pulses,Central,Chhattisgarh,District-31,Kharif,197,381,415.04,Sandy
Sugarcane,West,Rajasthan,District-9,Annual,48,1096,203.69,Alluvial
Rice,North,Haryana,District-31,Kharif,266,1096,986.25,Alluvial
Pulses,South,Tamil Nadu,District-19,Kharif,37,598,128.59,Sandy
Pulses,East,Odisha,District-27,Kharif,170,533,762.39,Loamy
Wheat,East,West Bengal,District-40,Annual,239,697,721.99,Red
Cotton,East,Bihar,District-8,Annual,37,688,111.41,Sandy
Wheat,East,Bihar,District-9,Rabi,57,612,159.4,Red
Cotton,West,Rajasthan,District-49,Kharif,289,612,904.03,Sandy
Wheat,West,Gujarat,District-23,Rabi,201,444,663.88,Red
Cotton,North,Uttar Pradesh,District-25,Kharif,61,833,218.38,Black
Maize,East,Odisha,District-30,Rabi,275,590,640.84,Black
Cotton,West,Gujarat,District-9,Annual,187,806,433.27,Loamy
Pulses,South,Tamil Nadu,District-2,Kharif,84,674,310.04,Loamy
Cotton,West,Maharashtra,District-12,Rabi,195,995,542.35,Alluvial
Wheat,East,Bihar,District-50,Kharif,149,472,311.21,Red
Cotton,West,Maharashtra,District-33,Rabi,243,1094,911.58,Sandy
Sugarcane,West,Maharashtra,District-4,Kharif,159,1133,680.98,Black
Rice,North,Punjab,District-12,Rabi,67,1437,254.16,Red
Maize,South,Andhra Pradesh,District-46,Rabi,102,778,240.43,Red
Maize,North,Uttar Pradesh,District-19,Kharif,235,517,800.62,Black
Rice,Central,Madhya Pradesh,District-43,Rabi,92,1090,336.27,Loamy
Maize,Central,Chhattisgarh,District-40,Rabi,46,570,179.21,Red
Rice,North,Punjab,District-16,Rabi,163,990,638.94,Black
Wheat,Central,Madhya Pradesh,District-17,Annual,131,577,294.51,Sandy
Maize,North,Haryana,District-24,Rabi,117,755,323,Red
Pulses,West,Maharashtra,District-36,Rabi,204,636,602.79,Loamy
Wheat,South,Andhra Pradesh,District-25,Kharif,130,620,509.44,Black
Wheat,South,Tamil Nadu,District-28,Rabi,161,796,407.87,Sandy
Maize,Central,Chhattisgarh,District-34,Rabi,160,883,609.8,Alluvial
Wheat,North,Haryana,District-1,Kharif,122,785,322.86,Sandy
Rice,Central,Chhattisgarh,District-35,Annual,112,1333,392.88,Alluvial
Cotton,South,Tamil Nadu,District-6,Rabi,134,718,276.3,Loamy
Maize,North,Uttar Pradesh,District-19,Rabi,65,855,153.47,Red
Pulses,East,Bihar,District-49,Annual,76,668,173.11,Sandy
Sugarcane,West,Maharashtra,District-25,Rabi,222,1148,853.57,Loamy
Cotton,East,Odisha,District-37,Rabi,14,1005,37.75,Alluvial
Maize,East,Bihar,District-22,Rabi,251,794,834.99,Alluvial
Wheat,West,Rajasthan,District-42,Kharif,124,646,438.88,Black
Rice,Central,Chhattisgarh,District-42,Rabi,295,994,685.4,Black
Rice,Central,Chhattisgarh,District-23,Annual,140,957,289.52,Alluvial
Cotton,Central,Madhya Pradesh,District-29,Rabi,124,902,409.94,Alluvial
Sugarcane,East,Bihar,District-34,Kharif,178,1335,534.11,Black
Cotton,East,Bihar,District-36,Rabi,52,647,186.6,Black
Cotton,South,Karnataka,District-10,Annual,16,763,57.73,Loamy
Wheat,West,Maharashtra,District-25,Kharif,215,772,698.61,Red
Wheat,East,Bihar,District-44,Kharif,122,408,437.49,Loamy
Maize,North,Uttar Pradesh,District-26,Rabi,127,734,278.97,Alluvial
Cotton,South,Karnataka,District-16,Annual,61,711,211.5,Alluvial
Wheat,North,Punjab,District-35,Kharif,187,640,452.47,Red
Cotton,Central,Chhattisgarh,District-40,Rabi,264,682,747.78,Loamy
Pulses,North,Punjab,District-16,Kharif,248,621,909.22,Alluvial
Pulses,Central,Chhattisgarh,District-7,Kharif,130,374,261.81,Loamy
Wheat,East,Bihar,District-27,Rabi,283,506,820.15,Black
Cotton,North,Punjab,District-33,Kharif,62,933,134.23,Sandy
Sugarcane,North,Punjab,District-10,Annual,68,1525,180.09,Black
Maize,South,Andhra Pradesh,District-47,Kharif,179,645,539.26,Alluvial
Wheat,Central,Chhattisgarh,District-41,Kharif,38,632,91.87,Loamy
Cotton,Central,Chhattisgarh,District-22,Kharif,120,697,514.16,Black
Rice,East,West Bengal,District-19,Annual,209,1172,838.14,Black
